Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),File format type (product.metafields.shopify.file-format-type),Fit (product.metafields.shopify.fit),Frame style (product.metafields.shopify.frame-style),Neckline (product.metafields.shopify.neckline),Operating system (product.metafields.shopify.operating-system),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Wallpaper theme (product.metafields.shopify.wallpaper-theme),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cream-mothers-smile-x-1nri-collab,,,,,,,,,L,,,Grey,,,,,,300.0,shopify,4,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-80.jpg?v=1767260620,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.50,
cream-mothers-smile-x-1nri-collab,,,,,,,,,XL,,,Grey,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-74.jpg?v=1767260620,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.50,
cream-mothers-smile-x-1nri-collab,,,,,,,,,XXL,,,Grey,,,,,,300.0,shopify,0,deny,manual,300.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,115.50,
tee-shorts-set,Covenant Package,"<p>Features  top &amp; pants</p>
<p>Customization options for Olive Grove &amp; Sweatpants</p>
<p>Special Note</p>",1NRI,Uncategorized,clothing,"Inri Mainline, Men, Women",false,Flare Sweatpants (Color),Black,,Tops (Product),Quarter Zip Black,,Size,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/3.png?v=1769413619,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
tee-shorts-set,,,,,,,,,Black,,,Quarter Zip Black,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_ryanlcryanlcryan.png?v=1769614680,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Quarter Zip Black,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_73e4qe73e4qe73e4.png?v=1769412091,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Quarter Zip Black,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_oe4iwyoe4iwyoe4i.png?v=1769411801,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Quarter Zip Black,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_m1vnttm1vnttm1vn.png?v=1769412091,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Button up,,,S,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Long_Sleeve_tee_front_dcea76e5-ad02-4489-bb71-7d4c7b94f698.png?v=1768832207,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Button up,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/pants.jpg?v=1769412091,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Button up,,,L,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Gemini_Generated_Image_oe4iwyoe4iwyoe4i_2ac78782-ed14-4fd5-a6bb-5df75c964d24.png?v=1769412091,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Button up,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/Long_sleeve_tee_back_9e351298-0a9f-4576-902c-f9be0f38e60c.png?v=1768832206,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Button up,,,XXL,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/pink_olive_grove.png?v=1769614812,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Tee,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-107.jpg?v=1769614680,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Tee,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/IMG-9756.png?v=1767871796,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Tee,,,L,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0679/4235/1104/files/1NRI23RDDEC-136.jpg?v=1769614812,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Tee,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dusk Before Dawn Tee,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Intercessory Dept Long sleeve Real tree,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Intercessory Dept Long sleeve Real tree,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Intercessory Dept Long sleeve Real tree,,,L,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Intercessory Dept Long sleeve Real tree,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Intercessory Dept Long sleeve Real tree,,,XXL,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Cream Mothers Smile,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Cream Mothers Smile,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Cream Mothers Smile,,,L,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Cream Mothers Smile,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Cream Mothers Smile,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dry Bones White,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dry Bones White,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dry Bones White,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dry Bones White,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Dry Bones White,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Olive Grove,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Olive Grove,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Olive Grove,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Olive Grove,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Olive Grove,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Mothers Smile Grey,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Mothers Smile Grey,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Mothers Smile Grey,,,L,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Mothers Smile Grey,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Mothers Smile Grey,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Zion Airways Coffee Brown,,,S,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Zion Airways Coffee Brown,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Zion Airways Coffee Brown,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Zion Airways Coffee Brown,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Black,,,Zion Airways Coffee Brown,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Quarter Zip Black,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Quarter Zip Black,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Quarter Zip Black,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Quarter Zip Black,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Quarter Zip Black,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Button up,,,S,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Button up,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Button up,,,L,,,0.0,shopify,3,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Button up,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Button up,,,XXL,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Tee,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Tee,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Tee,,,L,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Tee,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dusk Before Dawn Tee,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Intercessory Dept Long sleeve Real tree,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Intercessory Dept Long sleeve Real tree,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Intercessory Dept Long sleeve Real tree,,,L,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Intercessory Dept Long sleeve Real tree,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Intercessory Dept Long sleeve Real tree,,,XXL,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Cream Mothers Smile,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Cream Mothers Smile,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Cream Mothers Smile,,,L,,,0.0,shopify,3,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Cream Mothers Smile,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Cream Mothers Smile,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dry Bones White,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dry Bones White,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dry Bones White,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dry Bones White,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Dry Bones White,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Olive Grove,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Olive Grove,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Olive Grove,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Olive Grove,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Olive Grove,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Mothers Smile Grey,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Mothers Smile Grey,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Mothers Smile Grey,,,L,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Mothers Smile Grey,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Mothers Smile Grey,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Zion Airways Coffee Brown,,,S,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Zion Airways Coffee Brown,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Zion Airways Coffee Brown,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Zion Airways Coffee Brown,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Navy Blue,,,Zion Airways Coffee Brown,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Quarter Zip Black,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Quarter Zip Black,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Quarter Zip Black,,,L,,,0.0,shopify,1,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Quarter Zip Black,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Quarter Zip Black,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Button up,,,S,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Button up,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Button up,,,L,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Button up,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Button up,,,XXL,,,0.0,shopify,3,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Tee,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Tee,,,M,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Tee,,,L,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Tee,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Dusk Before Dawn Tee,,,XXL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Intercessory Dept Long sleeve Real tree,,,S,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Intercessory Dept Long sleeve Real tree,,,M,,,0.0,shopify,2,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Intercessory Dept Long sleeve Real tree,,,L,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
tee-shorts-set,,,,,,,,,Khaki,,,Intercessory Dept Long sleeve Real tree,,,XL,,,0.0,shopify,0,deny,manual,800.00,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
